province,grain_code,cgc_class,cgc_variety,variety,acres,year
Alberta,Wheat,CNHR,AAC CONCORD,AAC CONCORD,1009,2019
Alberta,Wheat,CNHR,AC CRYSTAL,AC CRYSTAL,2613,2019
Alberta,Wheat,CNHR,AC FOREMOST,AC FOREMOST,26960,2019
Alberta,Wheat,CNHR,COLUMBUS,COLUMBUS,95,2019
Alberta,Wheat,CNHR,CONQUER,CONQUER,2175,2019
Alberta,Wheat,CNHR,FALLER,FALLER,1470,2019
Alberta,Wheat,CNHR,HARVEST,HARVEST,1196,2019
Alberta,Wheat,CNHR,KANE,KANE,148,2019
Alberta,Wheat,CNHR,KATEPWA,KATEPWA,182,2019
Alberta,Wheat,CNHR,LILLIAN,LILLIAN,2028,2019
Alberta,Wheat,CNHR,OSLO,OSLO,4376,2019
Alberta,Wheat,CPS,5700PR,5700PR,52595,2019
Alberta,Wheat,CPS,5701PR,5701PR,3982,2019
Alberta,Wheat,CPS,5702PR,5702PR,3704,2019
Alberta,Wheat,CPS,AAC CROSSFIELD,AAC CROSSFIELD,30071,2019
Alberta,Wheat,CPS,AAC CRUSADER,AAC CRUSADER,70,2019
Alberta,Wheat,CPS,AAC ENTICE,AAC ENTICE,5016,2019
Alberta,Wheat,CPS,AAC FORAY,AAC FORAY,23865,2019
Alberta,Wheat,CPS,AAC GOODWIN,AAC GOODWIN,6162,2019
Alberta,Wheat,CPS,AAC PENHOLD,AAC PENHOLD,282193,2019
Alberta,Wheat,CPS,AAC RYLEY,AAC RYLEY,10309,2019
Alberta,Wheat,CPS,CDC TERRAIN,CDC TERRAIN,195,2019
Alberta,Wheat,CPS,ENCHANT,ENCHANT,100,2019
Alberta,Wheat,CPS,SY ROWYN,SY ROWYN,17120,2019
Alberta,Wheat,CPS,SY985,SY 985,637,2019
Alberta,Wheat,CWES,BLUESKY,BLUESKY,290,2019
Alberta,Wheat,CWHWS,AAC ICEBERG,AAC ICEBERG,1110,2019
Alberta,Wheat,CWHWS,SNOWBIRD,SNOWBIRD,1733,2019
Alberta,Wheat,CWHWS,WHITEHAWK,WHITEHAWK,320,2019
Alberta,Wheat,CWRS,5500HR,5500HR,119,2019
Alberta,Wheat,CWRS,5600HR,5600HR,135,2019
Alberta,Wheat,CWRS,5604HR CL,5604HR CL,9964,2019
Alberta,Wheat,CWRS,5605HR CL,5605HR CL,16286,2019
Alberta,Wheat,CWRS,AAC ALIDA,AAC ALIDA,195,2019
Alberta,Wheat,CWRS,AAC BAILEY,AAC BAILEY,2399,2019
Alberta,Wheat,CWRS,AAC BRANDON,AAC BRANDON,1344016,2019
Alberta,Wheat,CWRS,AAC CAMERON,AAC CAMERON,14109,2019
Alberta,Wheat,CWRS,AAC CONNERY,AAC CONNERY,128458,2019
Alberta,Wheat,CWRS,AAC ELIE,AAC ELIE,418002,2019
Alberta,Wheat,CWRS,AAC LEROY,AAC LEROY,115,2019
Alberta,Wheat,CWRS,AAC REDBERRY,AAC REDBERRY,50715,2019
Alberta,Wheat,CWRS,AAC REDWATER,AAC REDWATER,105893,2019
Alberta,Wheat,CWRS,AAC STARBUCK,AAC STARBUCK,306,2019
Alberta,Wheat,CWRS,AAC TISDALE,AAC TISDALE,678,2019
Alberta,Wheat,CWRS,AAC VIEWFIELD,AAC VIEWFIELD,316931,2019
Alberta,Wheat,CWRS,AAC WARMAN,AAC WARMAN,632,2019
Alberta,Wheat,CWRS,AAC WHEATLAND,AAC WHEATLAND,278,2019
Alberta,Wheat,CWRS,AC BARRIE,AC BARRIE,3826,2019
Alberta,Wheat,CWRS,AC CADILLAC,AC CADILLAC,5885,2019
Alberta,Wheat,CWRS,AC ELSA,AC ELSA,2087,2019
Alberta,Wheat,CWRS,AC INTREPID,AC INTREPID,8098,2019
Alberta,Wheat,CWRS,AC SPLENDOR,AC SPLENDOR,8432,2019
Alberta,Wheat,CWRS,CARBERRY,CARBERRY,106151,2019
Alberta,Wheat,CWRS,CARDALE,CARDALE,18497,2019
Alberta,Wheat,CWRS,CDC ABOUND,CDC ABOUND,159741,2019
Alberta,Wheat,CWRS,CDC ADAMANT,CDC ADAMANT,3577,2019
Alberta,Wheat,CWRS,CDC ALSASK,CDC ALSASK,7271,2019
Alberta,Wheat,CWRS,CDC BOUNTY,CDC BOUNTY,3217,2019
Alberta,Wheat,CWRS,CDC BRADWELL,CDC BRADWELL,1844,2019
Alberta,Wheat,CWRS,CDC GO,CDC GO,290141,2019
Alberta,Wheat,CWRS,CDC HUGHES,CDC HUGHES,25064,2019
Alberta,Wheat,CWRS,CDC IMAGINE,CDC IMAGINE,7322,2019
Alberta,Wheat,CWRS,CDC KERNEN,CDC KERNEN,120,2019
Alberta,Wheat,CWRS,CDC LANDMARK,CDC LANDMARK,61747,2019
Alberta,Wheat,CWRS,CDC PLENTIFUL,CDC PLENTIFUL,140542,2019
Alberta,Wheat,CWRS,CDC STANLEY,CDC STANLEY,152133,2019
Alberta,Wheat,CWRS,CDC TEAL,CDC TEAL,6813,2019
Alberta,Wheat,CWRS,CDC THRIVE,CDC THRIVE,2387,2019
Alberta,Wheat,CWRS,CDC TITANIUM,CDC TITANIUM,23116,2019
Alberta,Wheat,CWRS,CDC UTMOST,CDC UTMOST,91760,2019
Alberta,Wheat,CWRS,CDC VR MORRIS,CDC VR MORRIS,13421,2019
Alberta,Wheat,CWRS,COLEMAN,COLEMAN,520,2019
Alberta,Wheat,CWRS,ELLERSLIE,ELLERSLIE,59,2019
Alberta,Wheat,CWRS,GLENN,GLENN,33587,2019
Alberta,Wheat,CWRS,GO EARLY,GO EARLY,8982,2019
Alberta,Wheat,CWRS,GOODEVE,GOODEVE,3348,2019
Alberta,Wheat,CWRS,INFINITY,INFINITY,435,2019
Alberta,Wheat,CWRS,JAKE,JAKE,79,2019
Alberta,Wheat,CWRS,JOURNEY,JOURNEY,1482,2019
Alberta,Wheat,CWRS,LAURA,LAURA,1424,2019
Alberta,Wheat,CWRS,MUCHMORE,MUCHMORE,166482,2019
Alberta,Wheat,CWRS,PARATA,PARATA,1144,2019
Alberta,Wheat,CWRS,PRODIGY,PRODIGY,2158,2019
Alberta,Wheat,CWRS,REDNET,REDNET,236,2019
Alberta,Wheat,CWRS,ROBLIN,ROBLIN,9162,2019
Alberta,Wheat,CWRS,SHAW,SHAW,22914,2019
Alberta,Wheat,CWRS,SHEBA,SHEBA,130,2019
Alberta,Wheat,CWRS,SOMERSET,SOMERSET,140,2019
Alberta,Wheat,CWRS,STETTLER,STETTLER,379072,2019
Alberta,Wheat,CWRS,SUPERB,SUPERB,30925,2019
Alberta,Wheat,CWRS,SY 433,SY 433,315,2019
Alberta,Wheat,CWRS,SY CHERT,SY CHERT,481,2019
Alberta,Wheat,CWRS,SY GABBRO,SY GABBRO,217,2019
Alberta,Wheat,CWRS,SY SLATE,SY SLATE,1815,2019
Alberta,Wheat,CWRS,SY SOVITE,SY SOVITE,1385,2019
Alberta,Wheat,CWRS,SY479 VB,SY 479VB,300,2019
Alberta,Wheat,CWRS,THORSBY,THORSBY,35592,2019
Alberta,Wheat,CWRS,TRACKER,TRACKER,52,2019
Alberta,Wheat,CWRS,WASKADA,WASKADA,229,2019
Alberta,Wheat,CWRS,WR859 CL,WR859 CL,1212,2019
Alberta,Wheat,CWRS,ZEALAND,ZEALAND,320,2019
Alberta,Wheat,CWRW,AAC ELEVATE,AAC ELEVATE,1501,2019
Alberta,Wheat,CWRW,AAC GATEWAY,AAC GATEWAY,14587,2019
Alberta,Wheat,CWRW,AAC GOLDRUSH,AAC GOLDRUSH,130,2019
Alberta,Wheat,CWRW,AAC WILDFIRE,AAC WILDFIRE,16552,2019
Alberta,Wheat,CWRW,CDC OSPREY,CDC OSPREY,60,2019
Alberta,Wheat,CWRW,EMERSON,EMERSON,1797,2019
Alberta,Wheat,CWRW,FLOURISH,FLOURISH,178,2019
Alberta,Wheat,CWRW,MOATS,MOATS,3959,2019
Alberta,Wheat,CWRW,NORSTAR,NORSTAR,501,2019
Alberta,Wheat,CWRW,RADIANT,RADIANT,9328,2019
Alberta,Wheat,CWSP,AAC AWESOME,AAC AWESOME,641,2019
Alberta,Wheat,CWSP,AAC NRG097,AAC NRG097,155,2019
Alberta,Wheat,CWSP,ALDERON,ALDERON,2936,2019
Alberta,Wheat,CWSP,CDC NRG003,CDC NRG003,1523,2019
Alberta,Wheat,CWSP,CHARING,CHARING,67,2019
Alberta,Wheat,CWSP,PASTEUR,PASTEUR,12416,2019
Alberta,Wheat,CWSP,PINTAIL,PINTAIL,2232,2019
Alberta,Wheat,CWSP,SPARROW,SPARROW,415,2019
Alberta,Wheat,CWSWS,AAC PARAMOUNT,AAC PARAMOUNT,4858,2019
Alberta,Wheat,CWSWS,AC ANDREW,AC ANDREW,28670,2019
Alberta,Wheat,CWSWS,AC CHIFFON,AC CHIFFON,20096,2019
Alberta,Wheat,CWSWS,AC INDUS,AC INDUS,530,2019
Alberta,Wheat,CWSWS,SADASH,SADASH,100019,2019
Alberta,Wheat,UNKNOWN CLASS,NON DESIGNATED,5400IP,692,2019
Alberta,Wheat,UNKNOWN CLASS,NON DESIGNATED,BIGGAR,675,2019
Alberta,Wheat,UNKNOWN CLASS,NON DESIGNATED,GARNET,160,2019
Alberta,Wheat,UNKNOWN CLASS,NON DESIGNATED,LNR 14-1299,237,2019
Alberta,Wheat,UNKNOWN CLASS,NON DESIGNATED,PT488,7,2019
Alberta,Wheat,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,1696,2019
Alberta,Amber Durum,CWAD,AAC CABRI,AAC CABRI,70,2019
Alberta,Amber Durum,CWAD,AAC CONGRESS,AAC CONGRESS,11310,2019
Alberta,Amber Durum,CWAD,AAC CURRENT,AAC CURRENT,816,2019
Alberta,Amber Durum,CWAD,AAC GRAINLAND,AAC GRAINLAND,70,2019
Alberta,Amber Durum,CWAD,AAC RAYMORE,AAC RAYMORE,29094,2019
Alberta,Amber Durum,CWAD,AAC SPITFIRE,AAC SPITFIRE,50739,2019
Alberta,Amber Durum,CWAD,AAC STRONGHOLD,AAC STRONGHOLD,9283,2019
Alberta,Amber Durum,CWAD,AAC SUCCEED,AAC SUCCEED,925,2019
Alberta,Amber Durum,CWAD,AC AVONLEA,AC AVONLEA,3696,2019
Alberta,Amber Durum,CWAD,AC NAVIGATOR,AC NAVIGATOR,3970,2019
Alberta,Amber Durum,CWAD,BRIGADE,BRIGADE,58225,2019
Alberta,Amber Durum,CWAD,CDC ALLOY,CDC ALLOY,22304,2019
Alberta,Amber Durum,CWAD,CDC CARBIDE,CDC CARBIDE,360,2019
Alberta,Amber Durum,CWAD,CDC DYNAMIC,CDC DYNAMIC,631,2019
Alberta,Amber Durum,CWAD,CDC FORTITUDE,CDC FORTITUDE,29988,2019
Alberta,Amber Durum,CWAD,CDC PRECISION,CDC PRECISION,45364,2019
Alberta,Amber Durum,CWAD,CDC VERONA,CDC VERONA,17765,2019
Alberta,Amber Durum,CWAD,CDC VIVID,CDC VIVID,3059,2019
Alberta,Amber Durum,CWAD,ENTERPRISE,ENTERPRISE,7815,2019
Alberta,Amber Durum,CWAD,EUROSTAR,EUROSTAR,847,2019
Alberta,Amber Durum,CWAD,KYLE,KYLE,1047,2019
Alberta,Amber Durum,CWAD,SCEPTRE,SCEPTRE,98,2019
Alberta,Amber Durum,CWAD,STRONGFIELD,STRONGFIELD,61913,2019
Alberta,Amber Durum,CWAD,TRANSCEND,TRANSCEND,172953,2019
Alberta,Amber Durum,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,172,2019
Alberta,Oat,,,7600M,430,2019
Alberta,Oat,,,AAC BULLET,85,2019
Alberta,Oat,,,AAC ORAVENA,135,2019
Alberta,Oat,,,AC JUNIPER,736,2019
Alberta,Oat,,,AC MEDALLION,35,2019
Alberta,Oat,,,AC MORGAN,151335,2019
Alberta,Oat,,,AC MUSTANG,19683,2019
Alberta,Oat,,,ATHABASCA,122,2019
Alberta,Oat,,,BRADLEY,95,2019
Alberta,Oat,,,CALIBRE,2471,2019
Alberta,Oat,,,CANMORE,53,2019
Alberta,Oat,,,CASCADE,2246,2019
Alberta,Oat,,,CDC ARBORG,434,2019
Alberta,Oat,,,CDC BALER,7785,2019
Alberta,Oat,,,CDC BIG BROWN,420,2019
Alberta,Oat,,,CDC BOYER,172,2019
Alberta,Oat,,,CDC DANCER,275,2019
Alberta,Oat,,,CDC HAYMAKER,3241,2019
Alberta,Oat,,,CDC MINSTREL,334,2019
Alberta,Oat,,,CDC MORRISON,169,2019
Alberta,Oat,,,CDC NASSER,9680,2019
Alberta,Oat,,,CDC ORRIN,440,2019
Alberta,Oat,,,CDC RUFFIAN,5257,2019
Alberta,Oat,,,CDC SEABISCUIT,923,2019
Alberta,Oat,,,CDC SO-I,8446,2019
Alberta,Oat,,,CDC SOL-FI,110,2019
Alberta,Oat,,,CS CAMDEN,29123,2019
Alberta,Oat,,,DERBY,17017,2019
Alberta,Oat,,,FOOTHILL,276,2019
Alberta,Oat,,,FURLONG,46,2019
Alberta,Oat,,,GEHL,176,2019
Alberta,Oat,,,GRIZZLY,1347,2019
Alberta,Oat,,,HARMON,292,2019
Alberta,Oat,,,HIFI,78,2019
Alberta,Oat,,,LU,72,2019
Alberta,Oat,,,MURPHY,695,2019
Alberta,Oat,,,ORE3541M,10,2019
Alberta,Oat,,,ORE3542M,2562,2019
Alberta,Oat,,,RODNEY,168,2019
Alberta,Oat,,,STRIDE,113,2019
Alberta,Oat,,,SUMMIT,810,2019
Alberta,Oat,,,TRIACTOR,68,2019
Alberta,Oat,,,VICTORY,522,2019
Alberta,Oat,,,WALDERN,3862,2019
Alberta,Oat,,NOT SPECIFIED,NOT SPECIFIED,1766,2019
Alberta,Barley,CW_2_ROW_MALTING,AAC CONNECT,AAC CONNECT,19245,2019
Alberta,Barley,CW_2_ROW_MALTING,AAC GOLDMAN,AAC GOLDMAN,136,2019
Alberta,Barley,CW_2_ROW_MALTING,AAC SYNERGY,AAC SYNERGY,260802,2019
Alberta,Barley,CW_2_ROW_MALTING,AC METCALFE,AC METCALFE,174677,2019
Alberta,Barley,CW_2_ROW_MALTING,AC OXBOW,AC OXBOW,512,2019
Alberta,Barley,CW_2_ROW_MALTING,BENTLEY,BENTLEY,12363,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC AURORA NIJO,CDC AURORA NIJO,110,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC BOW,CDC BOW,33374,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC COPELAND,CDC COPELAND,522086,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC COPPER,CDC COPPER,866,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC FRASER,CDC FRASER,7090,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC GOLDSTAR,CDC GOLDSTAR,150,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC KENDALL,CDC KENDALL,70,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC KINDERSLEY,CDC KINDERSLEY,3192,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC MEREDITH,CDC MEREDITH,6054,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC POLARSTAR,CDC POLARSTAR,218,2019
Alberta,Barley,CW_2_ROW_MALTING,CDC STRATUS,CDC STRATUS,1066,2019
Alberta,Barley,CW_2_ROW_MALTING,CERVEZA,CERVEZA,1311,2019
Alberta,Barley,CW_2_ROW_MALTING,HARRINGTON,HARRINGTON,788,2019
Alberta,Barley,CW_2_ROW_MALTING,LOWE,LOWE,482,2019
Alberta,Barley,CW_2_ROW_MALTING,MAJOR,MAJOR,587,2019
Alberta,Barley,CW_2_ROW_MALTING,MANLEY,MANLEY,40,2019
Alberta,Barley,CW_2_ROW_MALTING,MERIT 16,MERIT 16,85,2019
Alberta,Barley,CW_2_ROW_MALTING,MERIT 57,MERIT 57,295,2019
Alberta,Barley,CW_2_ROW_MALTING,NEWDALE,NEWDALE,11314,2019
Alberta,Barley,CW_2_ROW_MALTING,SIRISH,SIRISH,8436,2019
Alberta,Barley,CW_2_ROW_MALTING_HULLESS,CDC CLEAR,CDC CLEAR,45,2019
Alberta,Barley,CW_6_ROW_MALTING,CDC ANDERSON,CDC ANDERSON,663,2019
Alberta,Barley,CW_6_ROW_MALTING,CDC BATTLEFORD,CDC BATTLEFORD,702,2019
Alberta,Barley,CW_6_ROW_MALTING,CDC CLYDE,CDC CLYDE,129,2019
Alberta,Barley,CW_6_ROW_MALTING,CDC YORKTON,CDC YORKTON,590,2019
Alberta,Barley,CW_6_ROW_MALTING,EXCEL,EXCEL,143,2019
Alberta,Barley,CW_6_ROW_MALTING,LACEY,LACEY,476,2019
Alberta,Barley,CW_6_ROW_MALTING,LEGACY,LEGACY,15859,2019
Alberta,Barley,CW_6_ROW_MALTING,ROBUST,ROBUST,605,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,AB ADVANTAGE,198,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,AB CATTLELAC,2497,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,ABEE,18,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,AC HARPER,422,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,AC LACOMBE,995,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,AC RANGER,2667,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,AC ROSSER,2176,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,ALSTON,272,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,AMISK,8285,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,B 1215,51,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,B1602,25,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,BC 100,1431,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,BONANZA,1141,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,BRAHMA,204308,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,BRETON,354,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,BRIDGE,729,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,BRIER,145,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,BUSBY,5762,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,CALDER,174,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,CANMORE,95004,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC AUSTENSON,432416,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC BOLD,4014,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC CARTER,150,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC COALITION,90830,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC COWBOY,30090,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC DOLLY,695,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC EARL,1205,2019
Alberta,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC HELGASON,2036,2019
