province,grain_code,cgc_class,cgc_variety,variety,acres,year
Manitoba,Barley,CW_6_ROW_MALTING,STELLAR-ND,STELLAR-ND,405,2019
Manitoba,Barley,CW_6_ROW_MALTING,TRADITION,TRADITION,5630,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,AC LACOMBE,65,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,AC RANGER,247,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,ASCENSION,1297,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,BONANZA,60,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,BRIER,72,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CANMORE,9765,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC AUSTENSON,76324,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC COWBOY,1956,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC MAVERICK,4854,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC MCGWIRE,500,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CENTURION,132,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CHAMPION,5485,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CLAYMORE,564,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CONDOR,240,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,CONLON,71908,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,DESPERADO,1424,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,DUKE,280,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,FALCON,23,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,OCEANIK,200,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,OREANA,1525,2019
Manitoba,Barley,UNKNOWN CLASS,NON DESIGNATED,SUMMIT,282,2019
Manitoba,Barley,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,5613,2019
Manitoba,Rye,,,AC REMINGTON,709,2019
Manitoba,Rye,,,AC RIFLE,235,2019
Manitoba,Rye,,,BRASETTO,2402,2019
Manitoba,Rye,,,DAKOLD,338,2019
Manitoba,Rye,,,DANKO,2264,2019
Manitoba,Rye,,,GUTTINO,4451,2019
Manitoba,Rye,,,HAZLET,30050,2019
Manitoba,Rye,,,KWS BONO,38285,2019
Manitoba,Rye,,,KWS DANIELLO,2358,2019
Manitoba,Rye,,,KWS GATANO,5673,2019
Manitoba,Rye,,,PRIMA,3920,2019
Manitoba,Rye,,NOT SPECIFIED,NOT SPECIFIED,3340,2019
Manitoba,Triticale,,,BREVIS,150,2019
Manitoba,Triticale,,,ELEVATOR,390,2019
Manitoba,Triticale,,,FRIDGE,405,2019
Manitoba,Triticale,,,TYNDAL,154,2019
Manitoba,Triticale,,NOT SPECIFIED,NOT SPECIFIED,809,2019
Saskatchewan,Wheat,CNHR,AC CRYSTAL,AC CRYSTAL,3988,2019
Saskatchewan,Wheat,CNHR,CDC MAKWA,CDC MAKWA,608,2019
Saskatchewan,Wheat,CNHR,COLUMBUS,COLUMBUS,945,2019
Saskatchewan,Wheat,CNHR,CONQUER,CONQUER,5261,2019
Saskatchewan,Wheat,CNHR,CONWAY,CONWAY,762,2019
Saskatchewan,Wheat,CNHR,ELGIN ND,ELGIN ND,3449,2019
Saskatchewan,Wheat,CNHR,FALLER,FALLER,13120,2019
Saskatchewan,Wheat,CNHR,HARVEST,HARVEST,4967,2019
Saskatchewan,Wheat,CNHR,LILLIAN,LILLIAN,5968,2019
Saskatchewan,Wheat,CNHR,MCKENZIE,MCKENZIE,1945,2019
Saskatchewan,Wheat,CNHR,UNITY,UNITY,4704,2019
Saskatchewan,Wheat,CPS,5700PR,5700PR,5552,2019
Saskatchewan,Wheat,CPS,5701PR,5701PR,1051,2019
Saskatchewan,Wheat,CPS,5702PR,5702PR,2814,2019
Saskatchewan,Wheat,CPS,AAC ENTICE,AAC ENTICE,1859,2019
Saskatchewan,Wheat,CPS,AAC FORAY,AAC FORAY,11740,2019
Saskatchewan,Wheat,CPS,AAC PENHOLD,AAC PENHOLD,43946,2019
Saskatchewan,Wheat,CPS,AC VISTA,AC VISTA,967,2019
Saskatchewan,Wheat,CPS,ENCHANT,ENCHANT,906,2019
Saskatchewan,Wheat,CPS,SY ROWYN,SY ROWYN,12401,2019
Saskatchewan,Wheat,CPS,SY985,SY985,1133,2019
Saskatchewan,Wheat,CWHWS,AAC WHITEFOX,AAC WHITEFOX,1380,2019
Saskatchewan,Wheat,CWHWS,SNOWBIRD,SNOWBIRD,1367,2019
Saskatchewan,Wheat,CWHWS,SNOWSTAR,SNOWSTAR,421,2019
Saskatchewan,Wheat,CWRS,5602HR,5602HR,3475,2019
Saskatchewan,Wheat,CWRS,5604HR CL,5604HR CL,12983,2019
Saskatchewan,Wheat,CWRS,5605HR CL,5605HR CL,30987,2019
Saskatchewan,Wheat,CWRS,AAC ALIDA,AAC ALIDA,5762,2019
Saskatchewan,Wheat,CWRS,AAC BRANDON,AAC BRANDON,2131224,2019
Saskatchewan,Wheat,CWRS,AAC CAMERON,AAC CAMERON,112769,2019
Saskatchewan,Wheat,CWRS,AAC CONNERY,AAC CONNERY,25489,2019
Saskatchewan,Wheat,CWRS,AAC ELIE,AAC ELIE,223478,2019
Saskatchewan,Wheat,CWRS,AAC JATHARIA,AAC JATHARIA,96391,2019
Saskatchewan,Wheat,CWRS,AAC PREVAIL,AAC PREVAIL,24198,2019
Saskatchewan,Wheat,CWRS,AAC REDBERRY,AAC REDBERRY,42344,2019
Saskatchewan,Wheat,CWRS,AAC REDWATER,AAC REDWATER,10751,2019
Saskatchewan,Wheat,CWRS,AAC TISDALE,AAC TISDALE,8465,2019
Saskatchewan,Wheat,CWRS,AAC VIEWFIELD,AAC VIEWFIELD,199170,2019
Saskatchewan,Wheat,CWRS,AAC W1876,AAC W1876,780,2019
Saskatchewan,Wheat,CWRS,AC BARRIE,AC BARRIE,29091,2019
Saskatchewan,Wheat,CWRS,AC CADILLAC,AC CADILLAC,4435,2019
Saskatchewan,Wheat,CWRS,AC DOMAIN,AC DOMAIN,5798,2019
Saskatchewan,Wheat,CWRS,AC ELSA,AC ELSA,4012,2019
Saskatchewan,Wheat,CWRS,AC INTREPID,AC INTREPID,12241,2019
Saskatchewan,Wheat,CWRS,AC SPLENDOR,AC SPLENDOR,12840,2019
Saskatchewan,Wheat,CWRS,CARBERRY,CARBERRY,165592,2019
Saskatchewan,Wheat,CWRS,CARDALE,CARDALE,239100,2019
Saskatchewan,Wheat,CWRS,CDC ABOUND,CDC ABOUND,10098,2019
Saskatchewan,Wheat,CWRS,CDC ADAMANT,CDC ADAMANT,7676,2019
Saskatchewan,Wheat,CWRS,CDC BOUNTY,CDC BOUNTY,1826,2019
Saskatchewan,Wheat,CWRS,CDC BRADWELL,CDC BRADWELL,4114,2019
Saskatchewan,Wheat,CWRS,CDC GO,CDC GO,14794,2019
Saskatchewan,Wheat,CWRS,CDC HUGHES,CDC HUGHES,83542,2019
Saskatchewan,Wheat,CWRS,CDC IMAGINE,CDC IMAGINE,8514,2019
Saskatchewan,Wheat,CWRS,CDC LANDMARK,CDC LANDMARK,706731,2019
Saskatchewan,Wheat,CWRS,CDC PLENTIFUL,CDC PLENTIFUL,291200,2019
Saskatchewan,Wheat,CWRS,CDC STANLEY,CDC STANLEY,103375,2019
Saskatchewan,Wheat,CWRS,CDC TEAL,CDC TEAL,1885,2019
Saskatchewan,Wheat,CWRS,CDC THRIVE,CDC THRIVE,1569,2019
Saskatchewan,Wheat,CWRS,CDC TITANIUM,CDC TITANIUM,158906,2019
Saskatchewan,Wheat,CWRS,CDC UTMOST,CDC UTMOST,233254,2019
Saskatchewan,Wheat,CWRS,CDC VR MORRIS,CDC VR MORRIS,62532,2019
Saskatchewan,Wheat,CWRS,FIELDSTAR,FIELDSTAR,2480,2019
Saskatchewan,Wheat,CWRS,GLENN,GLENN,76540,2019
Saskatchewan,Wheat,CWRS,GOODEVE,GOODEVE,25947,2019
Saskatchewan,Wheat,CWRS,INFINITY,INFINITY,1178,2019
Saskatchewan,Wheat,CWRS,LAURA,LAURA,1939,2019
Saskatchewan,Wheat,CWRS,MUCHMORE,MUCHMORE,21820,2019
Saskatchewan,Wheat,CWRS,PRODIGY,PRODIGY,4329,2019
Saskatchewan,Wheat,CWRS,ROBLIN,ROBLIN,665,2019
Saskatchewan,Wheat,CWRS,SHAW,SHAW,83504,2019
Saskatchewan,Wheat,CWRS,STETTLER,STETTLER,30973,2019
Saskatchewan,Wheat,CWRS,SUPERB,SUPERB,12196,2019
Saskatchewan,Wheat,CWRS,SY SOVITE,SY SOVITE,5412,2019
Saskatchewan,Wheat,CWRS,VESPER,VESPER,38717,2019
Saskatchewan,Wheat,CWRS,WASKADA,WASKADA,20445,2019
Saskatchewan,Wheat,CWRS,WR859 CL,WR859 CL,16194,2019
Saskatchewan,Wheat,CWRW,AAC WILDFIRE,AAC WILDFIRE,2543,2019
Saskatchewan,Wheat,CWRW,CDC BUTEO,CDC BUTEO,2867,2019
Saskatchewan,Wheat,CWRW,EMERSON,EMERSON,4944,2019
Saskatchewan,Wheat,CWRW,FLOURISH,FLOURISH,3415,2019
Saskatchewan,Wheat,CWRW,MOATS,MOATS,5956,2019
Saskatchewan,Wheat,CWSP,AAC INNOVA,AAC INNOVA,995,2019
Saskatchewan,Wheat,CWSP,CDC PTARMIGAN,CDC PTARMIGAN,1113,2019
Saskatchewan,Wheat,CWSP,PASTEUR,PASTEUR,87628,2019
Saskatchewan,Wheat,CWSP,PINTAIL,PINTAIL,796,2019
Saskatchewan,Wheat,CWSP,SPARROW,SPARROW,1306,2019
Saskatchewan,Wheat,CWSWS,AC ANDREW,AC ANDREW,59412,2019
Saskatchewan,Wheat,CWSWS,AC CHIFFON,AC CHIFFON,1723,2019
Saskatchewan,Wheat,CWSWS,SADASH,SADASH,71089,2019
Saskatchewan,Wheat,UNKNOWN CLASS,NON DESIGNATED,PRESTIGE,849,2019
Saskatchewan,Wheat,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,796428,2019
Saskatchewan,Amber Durum,CWAD,AAC CABRI,AAC CABRI,3847,2019
Saskatchewan,Amber Durum,CWAD,AAC CONGRESS,AAC CONGRESS,25658,2019
Saskatchewan,Amber Durum,CWAD,AAC CURRENT,AAC CURRENT,18832,2019
Saskatchewan,Amber Durum,CWAD,AAC MARCHWELL,AAC MARCHWELL,7347,2019
Saskatchewan,Amber Durum,CWAD,AAC RAYMORE,AAC RAYMORE,15450,2019
Saskatchewan,Amber Durum,CWAD,AAC SPITFIRE,AAC SPITFIRE,244295,2019
Saskatchewan,Amber Durum,CWAD,AAC STRONGHOLD,AAC STRONGHOLD,4445,2019
Saskatchewan,Amber Durum,CWAD,AC AVONLEA,AC AVONLEA,5500,2019
Saskatchewan,Amber Durum,CWAD,AC MORSE,AC MORSE,1310,2019
Saskatchewan,Amber Durum,CWAD,AC NAVIGATOR,AC NAVIGATOR,27912,2019
Saskatchewan,Amber Durum,CWAD,BRIGADE,BRIGADE,294107,2019
Saskatchewan,Amber Durum,CWAD,CDC ALLOY,CDC ALLOY,67522,2019
Saskatchewan,Amber Durum,CWAD,CDC CARBIDE,CDC CARBIDE,13706,2019
Saskatchewan,Amber Durum,CWAD,CDC CREDENCE,CDC CREDENCE,3669,2019
Saskatchewan,Amber Durum,CWAD,CDC DESIRE,CDC DESIRE,1344,2019
Saskatchewan,Amber Durum,CWAD,CDC DYNAMIC,CDC DYNAMIC,1425,2019
Saskatchewan,Amber Durum,CWAD,CDC FORTITUDE,CDC FORTITUDE,81315,2019
Saskatchewan,Amber Durum,CWAD,CDC PRECISION,CDC PRECISION,365917,2019
Saskatchewan,Amber Durum,CWAD,CDC VERONA,CDC VERONA,56720,2019
Saskatchewan,Amber Durum,CWAD,CDC VIVID,CDC VIVID,4892,2019
Saskatchewan,Amber Durum,CWAD,COMMANDER,COMMANDER,6669,2019
Saskatchewan,Amber Durum,CWAD,ENTERPRISE,ENTERPRISE,16025,2019
Saskatchewan,Amber Durum,CWAD,EUROSTAR,EUROSTAR,26402,2019
Saskatchewan,Amber Durum,CWAD,KYLE,KYLE,16898,2019
Saskatchewan,Amber Durum,CWAD,NAPOLEON,NAPOLEON,1150,2019
Saskatchewan,Amber Durum,CWAD,STRONGFIELD,STRONGFIELD,160062,2019
Saskatchewan,Amber Durum,CWAD,TRANSCEND,TRANSCEND,1160052,2019
Saskatchewan,Amber Durum,UNKNOWN CLASS,NON DESIGNATED,OAC AMBER,1174,2019
Saskatchewan,Amber Durum,UNKNOWN CLASS,NON DESIGNATED,PLENTY,406,2019
Saskatchewan,Amber Durum,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,403883,2019
Saskatchewan,Oat,,,AC MORGAN,116906,2019
Saskatchewan,Oat,,,AC MUSTANG,3657,2019
Saskatchewan,Oat,,,CALIBRE,2531,2019
Saskatchewan,Oat,,,CDC ARBORG,634,2019
Saskatchewan,Oat,,,CDC BALER,3970,2019
Saskatchewan,Oat,,,CDC BOYER,809,2019
Saskatchewan,Oat,,,CDC DANCER,19213,2019
Saskatchewan,Oat,,,CDC HAYMAKER,11366,2019
Saskatchewan,Oat,,,CDC MINSTREL,13287,2019
Saskatchewan,Oat,,,CDC MORRISON,6611,2019
Saskatchewan,Oat,,,CDC NASSER,4431,2019
Saskatchewan,Oat,,,CDC NORSEMAN,812,2019
Saskatchewan,Oat,,,CDC ORRIN,10181,2019
Saskatchewan,Oat,,,CDC RUFFIAN,31249,2019
Saskatchewan,Oat,,,CDC SO-I,11080,2019
Saskatchewan,Oat,,,CDC WEAVER,1395,2019
Saskatchewan,Oat,,,CS CAMDEN,230070,2019
Saskatchewan,Oat,,,DERBY,8389,2019
Saskatchewan,Oat,,,LEGGETT,8917,2019
Saskatchewan,Oat,,,ORE3541M,645,2019
Saskatchewan,Oat,,,ORE3542M,3069,2019
Saskatchewan,Oat,,,PINNACLE,6878,2019
Saskatchewan,Oat,,,SOURIS,20599,2019
Saskatchewan,Oat,,,STRIDE,1095,2019
Saskatchewan,Oat,,,SUMMIT,62262,2019
Saskatchewan,Oat,,,SW BETANIA,5017,2019
Saskatchewan,Oat,,,TRIACTOR,47586,2019
Saskatchewan,Oat,,NOT SPECIFIED,NOT SPECIFIED,111155,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,AAC CONNECT,AAC CONNECT,20304,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,AAC SYNERGY,AAC SYNERGY,212275,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,AC METCALFE,AC METCALFE,417271,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,BENTLEY,BENTLEY,3966,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC BOW,CDC BOW,18967,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC COPELAND,CDC COPELAND,601317,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC FRASER,CDC FRASER,3905,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC KINDERSLEY,CDC KINDERSLEY,565,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC MEREDITH,CDC MEREDITH,5515,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC PLATINUM STAR,CDC PLATINUMSTAR,18327,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC POLARSTAR,CDC POLARSTAR,1301,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,CDC STRATUS,CDC STRATUS,505,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,HARRINGTON,HARRINGTON,1457,2019
Saskatchewan,Barley,CW_2_ROW_MALTING,NEWDALE,NEWDALE,16312,2019
Saskatchewan,Barley,CW_6_ROW_MALTING,CDC ANDERSON,CDC ANDERSON,437,2019
Saskatchewan,Barley,CW_6_ROW_MALTING,CELEBRATION,CELEBRATION,6637,2019
Saskatchewan,Barley,CW_6_ROW_MALTING,LEGACY,LEGACY,48341,2019
Saskatchewan,Barley,CW_6_ROW_MALTING,STELLAR-ND,STELLAR-ND,416,2019
Saskatchewan,Barley,CW_6_ROW_MALTING,TRADITION,TRADITION,438,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,AC RANGER,8549,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,AC ROSSER,5568,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,BONANZA,569,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,BRAHMA,2091,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,BRONCO,820,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC AUSTENSON,247521,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC CARTER,1708,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC COALITION,4316,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC COWBOY,19806,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC DOLLY,1258,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC MAVERICK,32969,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC MCGWIRE,2151,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CDC TREY,894,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CHAMPION,31286,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CLAYMORE,26618,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,CONLON,8335,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,OREANA,6867,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,SUNDRE,2196,2019
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,XENA,6145,2019
Saskatchewan,Barley,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,246633,2019
Saskatchewan,Rye,,,DAKOTA,940,2019
Saskatchewan,Rye,,,DANKO,1085,2019
Saskatchewan,Rye,,,GAZELLE,838,2019
Saskatchewan,Rye,,,HAZLET,9041,2019
Saskatchewan,Rye,,,KWS BONO,5043,2019
Saskatchewan,Rye,,,PRIMA,715,2019
Saskatchewan,Rye,,NOT SPECIFIED,NOT SPECIFIED,8625,2019
Saskatchewan,Triticale,,,PRONGHORN,948,2019
Saskatchewan,Triticale,,,TYNDAL,862,2019
Saskatchewan,Triticale,,NOT SPECIFIED,NOT SPECIFIED,10113,2019
